artist,artist_id,title,track_id,album,release_date,popularity,explicit,duration_sec,audio_features,Source Title,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,year,month,day
DJ Kaos,25IdOX2HbRLOCP98XoJujb,Love The Night Away - Tiedye Remix,7qKYGPtjMTUmsVVllhgIe0,Future Balearica: New Chill & Warm Sunset Sounds,2010-07-26,0,False,435.76,"{'danceability': 0.695, 'energy': 0.683, 'key': 9, 'loudness': -8.048, 'mode': 0, 'speechiness': 0.0278, 'acousticness': 0.681, 'instrumentalness': 0.308, 'liveness': 0.134, 'valence': 0.824, 'tempo': 118.987, 'type': 'audio_features', 'id': '7qKYGPtjMTUmsVVllhgIe0', 'uri': 'spotify:track:7qKYGPtjMTUmsVVllhgIe0', 'track_href': 'https://api.spotify.com/v1/tracks/7qKYGPtjMTUmsVVllhgIe0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7qKYGPtjMTUmsVVllhgIe0', 'duration_ms': 435760, 'time_signature': 4}",The Top 100 Tracks of 2009,Top 100 Tracks of 2009,0.695,0.683,9,-8.048,0,0.0278,0.681,0.308,0.134,0.824,118.987,audio_features,7qKYGPtjMTUmsVVllhgIe0,spotify:track:7qKYGPtjMTUmsVVllhgIe0,https://api.spotify.com/v1/tracks/7qKYGPtjMTUmsVVllhgIe0,https://api.spotify.com/v1/audio-analysis/7qKYGPtjMTUmsVVllhgIe0,435760,4,2010,07,26
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,Paparazzi,02XnQdf7sipaKBBHixz3Zp,The Fame,2008-01-01,78,False,208.306,"{'danceability': 0.762, 'energy': 0.692, 'key': 5, 'loudness': -3.973, 'mode': 0, 'speechiness': 0.0438, 'acousticness': 0.113, 'instrumentalness': 0, 'liveness': 0.094, 'valence': 0.397, 'tempo': 114.906, 'type': 'audio_features', 'id': '02XnQdf7sipaKBBHixz3Zp', 'uri': 'spotify:track:02XnQdf7sipaKBBHixz3Zp', 'track_href': 'https://api.spotify.com/v1/tracks/02XnQdf7sipaKBBHixz3Zp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/02XnQdf7sipaKBBHixz3Zp', 'duration_ms': 208307, 'time_signature': 4}",The Top 100 Tracks of 2009,Top 100 Tracks of 2009,0.762,0.692,5,-3.973,0,0.0438,0.113,0.0,0.094,0.397,114.906,audio_features,02XnQdf7sipaKBBHixz3Zp,spotify:track:02XnQdf7sipaKBBHixz3Zp,https://api.spotify.com/v1/tracks/02XnQdf7sipaKBBHixz3Zp,https://api.spotify.com/v1/audio-analysis/02XnQdf7sipaKBBHixz3Zp,208307,4,2008,01,01
Junior Boys,39x9e2QDpAxK8xTuJDwRqR,Parallel Lines,6FYZnMooGqrlMDrvx4ElCI,Begone Dull Care,2009-04-07,0,False,392.893,"{'danceability': 0.678, 'energy': 0.561, 'key': 5, 'loudness': -11.648, 'mode': 0, 'speechiness': 0.0694, 'acousticness': 0.18, 'instrumentalness': 0.512, 'liveness': 0.439, 'valence': 0.906, 'tempo': 174.004, 'type': 'audio_features', 'id': '6FYZnMooGqrlMDrvx4ElCI', 'uri': 'spotify:track:6FYZnMooGqrlMDrvx4ElCI', 'track_href': 'https://api.spotify.com/v1/tracks/6FYZnMooGqrlMDrvx4ElCI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6FYZnMooGqrlMDrvx4ElCI', 'duration_ms': 392893, 'time_signature': 4}",The Top 100 Tracks of 2009,Top 100 Tracks of 2009,0.678,0.561,5,-11.648,0,0.0694,0.18,0.512,0.439,0.906,174.004,audio_features,6FYZnMooGqrlMDrvx4ElCI,spotify:track:6FYZnMooGqrlMDrvx4ElCI,https://api.spotify.com/v1/tracks/6FYZnMooGqrlMDrvx4ElCI,https://api.spotify.com/v1/audio-analysis/6FYZnMooGqrlMDrvx4ElCI,392893,4,2009,04,07
Wavves,6bUJpbekaIlq2fT5FMV2mQ,No Hope Kids,4ngu0rjXHRidSpvJ9Hg2kE,Wavvves,2009-01-01,1,False,133.36,"{'danceability': 0.25, 'energy': 0.997, 'key': 4, 'loudness': 2.167, 'mode': 1, 'speechiness': 0.0636, 'acousticness': 0.282, 'instrumentalness': 0.957, 'liveness': 0.359, 'valence': 0.0546, 'tempo': 80.399, 'type': 'audio_features', 'id': '4ngu0rjXHRidSpvJ9Hg2kE', 'uri': 'spotify:track:4ngu0rjXHRidSpvJ9Hg2kE', 'track_href': 'https://api.spotify.com/v1/tracks/4ngu0rjXHRidSpvJ9Hg2kE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4ngu0rjXHRidSpvJ9Hg2kE', 'duration_ms': 133360, 'time_signature': 4}",The Top 100 Tracks of 2009,Top 100 Tracks of 2009,0.25,0.997,4,2.167,1,0.0636,0.282,0.957,0.359,0.0546,80.399,audio_features,4ngu0rjXHRidSpvJ9Hg2kE,spotify:track:4ngu0rjXHRidSpvJ9Hg2kE,https://api.spotify.com/v1/tracks/4ngu0rjXHRidSpvJ9Hg2kE,https://api.spotify.com/v1/audio-analysis/4ngu0rjXHRidSpvJ9Hg2kE,133360,4,2009,01,01
Drake,3TVXtAsR1Inumwj472S9r4,Best I Ever Had,1IrrGGGSFbC3aQiyLnNwPy,Best I Ever Had,2009-01-01,0,True,259.266,"{'danceability': 0.44, 'energy': 0.891, 'key': 5, 'loudness': -2.669, 'mode': 0, 'speechiness': 0.308, 'acousticness': 0.0937, 'instrumentalness': 0, 'liveness': 0.299, 'valence': 0.602, 'tempo': 161.963, 'type': 'audio_features', 'id': '1IrrGGGSFbC3aQiyLnNwPy', 'uri': 'spotify:track:1IrrGGGSFbC3aQiyLnNwPy', 'track_href': 'https://api.spotify.com/v1/tracks/1IrrGGGSFbC3aQiyLnNwPy', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1IrrGGGSFbC3aQiyLnNwPy', 'duration_ms': 259267, 'time_signature': 4}",The Top 100 Tracks of 2009,Top 100 Tracks of 2009,0.44,0.891,5,-2.669,0,0.308,0.0937,0.0,0.299,0.602,161.963,audio_features,1IrrGGGSFbC3aQiyLnNwPy,spotify:track:1IrrGGGSFbC3aQiyLnNwPy,https://api.spotify.com/v1/tracks/1IrrGGGSFbC3aQiyLnNwPy,https://api.spotify.com/v1/audio-analysis/1IrrGGGSFbC3aQiyLnNwPy,259267,4,2009,01,01
Passion Pit,7gjAu1qr5C2grXeQFFOGeh,Moth's Wings,1WETgXqmJ2NaziQhtav0pK,Manners,2009,45,False,256.32,"{'danceability': 0.514, 'energy': 0.727, 'key': 11, 'loudness': -6.219, 'mode': 1, 'speechiness': 0.0283, 'acousticness': 0.00138, 'instrumentalness': 0.0916, 'liveness': 0.0756, 'valence': 0.136, 'tempo': 120.995, 'type': 'audio_features', 'id': '1WETgXqmJ2NaziQhtav0pK', 'uri': 'spotify:track:1WETgXqmJ2NaziQhtav0pK', 'track_href': 'https://api.spotify.com/v1/tracks/1WETgXqmJ2NaziQhtav0pK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1WETgXqmJ2NaziQhtav0pK', 'duration_ms': 256320, 'time_signature': 4}",The Top 100 Tracks of 2009,Top 100 Tracks of 2009,0.514,0.727,11,-6.219,1,0.0283,0.00138,0.0916,0.0756,0.136,120.995,audio_features,1WETgXqmJ2NaziQhtav0pK,spotify:track:1WETgXqmJ2NaziQhtav0pK,https://api.spotify.com/v1/tracks/1WETgXqmJ2NaziQhtav0pK,https://api.spotify.com/v1/audio-analysis/1WETgXqmJ2NaziQhtav0pK,256320,4,2009,,
No Age,72acCeElLYGL9nBHcZzX1h,You’re a Target,5y5NqRSsJkgfU4YDHOjGQu,Losing Feeling,2009-10-04,0,False,202.666,"{'danceability': 0.0862, 'energy': 0.987, 'key': 2, 'loudness': -6.545, 'mode': 1, 'speechiness': 0.168, 'acousticness': 0.00174, 'instrumentalness': 0.883, 'liveness': 0.142, 'valence': 0.0455, 'tempo': 200.999, 'type': 'audio_features', 'id': '5y5NqRSsJkgfU4YDHOjGQu', 'uri': 'spotify:track:5y5NqRSsJkgfU4YDHOjGQu', 'track_href': 'https://api.spotify.com/v1/tracks/5y5NqRSsJkgfU4YDHOjGQu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5y5NqRSsJkgfU4YDHOjGQu', 'duration_ms': 202667, 'time_signature': 4}",The Top 100 Tracks of 2009,Top 100 Tracks of 2009,0.0862,0.987,2,-6.545,1,0.168,0.00174,0.883,0.142,0.0455,200.999,audio_features,5y5NqRSsJkgfU4YDHOjGQu,spotify:track:5y5NqRSsJkgfU4YDHOjGQu,https://api.spotify.com/v1/tracks/5y5NqRSsJkgfU4YDHOjGQu,https://api.spotify.com/v1/audio-analysis/5y5NqRSsJkgfU4YDHOjGQu,202667,4,2009,10,04
The-Dream,1W3FSF1BLpY3hlVIgvenLz,Rockin' That Shit,3gs5DAuD53OmaJmVrcT3nY,Love Vs Money,2009-01-01,8,True,221.92,"{'danceability': 0.672, 'energy': 0.62, 'key': 8, 'loudness': -4.865, 'mode': 1, 'speechiness': 0.0422, 'acousticness': 0.123, 'instrumentalness': 0, 'liveness': 0.362, 'valence': 0.627, 'tempo': 78.005, 'type': 'audio_features', 'id': '3gs5DAuD53OmaJmVrcT3nY', 'uri': 'spotify:track:3gs5DAuD53OmaJmVrcT3nY', 'track_href': 'https://api.spotify.com/v1/tracks/3gs5DAuD53OmaJmVrcT3nY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3gs5DAuD53OmaJmVrcT3nY', 'duration_ms': 221920, 'time_signature': 4}",The Top 100 Tracks of 2009,Top 100 Tracks of 2009,0.672,0.62,8,-4.865,1,0.0422,0.123,0.0,0.362,0.627,78.005,audio_features,3gs5DAuD53OmaJmVrcT3nY,spotify:track:3gs5DAuD53OmaJmVrcT3nY,https://api.spotify.com/v1/tracks/3gs5DAuD53OmaJmVrcT3nY,https://api.spotify.com/v1/audio-analysis/3gs5DAuD53OmaJmVrcT3nY,221920,4,2009,01,01
HEALTH,6FfjnGXMhxSsJTuGLWBDth,Die Slow,510deakkYP5sVyAlL85QEm,Die Slow,2009-10-05,0,False,194.973,"{'danceability': 0.541, 'energy': 0.955, 'key': 5, 'loudness': -4.307, 'mode': 1, 'speechiness': 0.0976, 'acousticness': 0.000721, 'instrumentalness': 0.778, 'liveness': 0.338, 'valence': 0.574, 'tempo': 100.951, 'type': 'audio_features', 'id': '510deakkYP5sVyAlL85QEm', 'uri': 'spotify:track:510deakkYP5sVyAlL85QEm', 'track_href': 'https://api.spotify.com/v1/tracks/510deakkYP5sVyAlL85QEm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/510deakkYP5sVyAlL85QEm', 'duration_ms': 194973, 'time_signature': 4}",The Top 100 Tracks of 2009,Top 100 Tracks of 2009,0.541,0.955,5,-4.307,1,0.0976,0.000721,0.778,0.338,0.574,100.951,audio_features,510deakkYP5sVyAlL85QEm,spotify:track:510deakkYP5sVyAlL85QEm,https://api.spotify.com/v1/tracks/510deakkYP5sVyAlL85QEm,https://api.spotify.com/v1/audio-analysis/510deakkYP5sVyAlL85QEm,194973,4,2009,10,05
Cam'ron,7iMvwE8qANp3aIfAGKEAwS,I Hate MY Job,7qI458pRHfwkVaA8dYbfpT,The Movie Mixtape,2009-12-22,0,True,292.106,"{'danceability': 0.662, 'energy': 0.701, 'key': 7, 'loudness': -11.207, 'mode': 1, 'speechiness': 0.218, 'acousticness': 0.121, 'instrumentalness': 0, 'liveness': 0.154, 'valence': 0.665, 'tempo': 143.763, 'type': 'audio_features', 'id': '7qI458pRHfwkVaA8dYbfpT', 'uri': 'spotify:track:7qI458pRHfwkVaA8dYbfpT', 'track_href': 'https://api.spotify.com/v1/tracks/7qI458pRHfwkVaA8dYbfpT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7qI458pRHfwkVaA8dYbfpT', 'duration_ms': 292107, 'time_signature': 4}",The Top 100 Tracks of 2009,Top 100 Tracks of 2009,0.662,0.701,7,-11.207,1,0.218,0.121,0.0,0.154,0.665,143.763,audio_features,7qI458pRHfwkVaA8dYbfpT,spotify:track:7qI458pRHfwkVaA8dYbfpT,https://api.spotify.com/v1/tracks/7qI458pRHfwkVaA8dYbfpT,https://api.spotify.com/v1/audio-analysis/7qI458pRHfwkVaA8dYbfpT,292107,4,2009,12,22
Morrissey,3iTsJGG39nMg9YiolUgLMQ,Something Is Squeezing My Skull,0vDa5IsBMJlpkYyReRtE70,Years Of Refusal,2009-01-01,0,False,158.346,"{'danceability': 0.417, 'energy': 0.904, 'key': 9, 'loudness': -4.524, 'mode': 0, 'speechiness': 0.055, 'acousticness': 0.00623, 'instrumentalness': 0, 'liveness': 0.392, 'valence': 0.665, 'tempo': 158.326, 'type': 'audio_features', 'id': '0vDa5IsBMJlpkYyReRtE70', 'uri': 'spotify:track:0vDa5IsBMJlpkYyReRtE70', 'track_href': 'https://api.spotify.com/v1/tracks/0vDa5IsBMJlpkYyReRtE70', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0vDa5IsBMJlpkYyReRtE70', 'duration_ms': 158347, 'time_signature': 4}",The Top 100 Tracks of 2009,Top 100 Tracks of 2009,0.417,0.904,9,-4.524,0,0.055,0.00623,0.0,0.392,0.665,158.326,audio_features,0vDa5IsBMJlpkYyReRtE70,spotify:track:0vDa5IsBMJlpkYyReRtE70,https://api.spotify.com/v1/tracks/0vDa5IsBMJlpkYyReRtE70,https://api.spotify.com/v1/audio-analysis/0vDa5IsBMJlpkYyReRtE70,158347,4,2009,01,01
The Thermals,4qAJ54O4V0W8SQcSz0bl1C,Now We Can See,0VmKfVkUwAJ7VhliXapvIY,Now We Can See,2009-05-01,0,False,212.36,"{'danceability': 0.599, 'energy': 0.898, 'key': 5, 'loudness': -6.991, 'mode': 1, 'speechiness': 0.0462, 'acousticness': 0.00641, 'instrumentalness': 0.000289, 'liveness': 0.369, 'valence': 0.775, 'tempo': 114.777, 'type': 'audio_features', 'id': '0VmKfVkUwAJ7VhliXapvIY', 'uri': 'spotify:track:0VmKfVkUwAJ7VhliXapvIY', 'track_href': 'https://api.spotify.com/v1/tracks/0VmKfVkUwAJ7VhliXapvIY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0VmKfVkUwAJ7VhliXapvIY', 'duration_ms': 212360, 'time_signature': 4}",The Top 100 Tracks of 2009,Top 100 Tracks of 2009,0.599,0.898,5,-6.991,1,0.0462,0.00641,0.000289,0.369,0.775,114.777,audio_features,0VmKfVkUwAJ7VhliXapvIY,spotify:track:0VmKfVkUwAJ7VhliXapvIY,https://api.spotify.com/v1/tracks/0VmKfVkUwAJ7VhliXapvIY,https://api.spotify.com/v1/audio-analysis/0VmKfVkUwAJ7VhliXapvIY,212360,4,2009,05,01
Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,Wasted (feat. Plies),11hQvcLydGTyXS3Wo6AkmW,The State vs. Radric Davis (Deluxe),2009-12-04,50,True,249.84,"{'danceability': 0.702, 'energy': 0.727, 'key': 5, 'loudness': -3.443, 'mode': 1, 'speechiness': 0.155, 'acousticness': 0.0827, 'instrumentalness': 0, 'liveness': 0.0831, 'valence': 0.549, 'tempo': 155.093, 'type': 'audio_features', 'id': '11hQvcLydGTyXS3Wo6AkmW', 'uri': 'spotify:track:11hQvcLydGTyXS3Wo6AkmW', 'track_href': 'https://api.spotify.com/v1/tracks/11hQvcLydGTyXS3Wo6AkmW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/11hQvcLydGTyXS3Wo6AkmW', 'duration_ms': 249840, 'time_signature': 4}",The Top 100 Tracks of 2009,Top 100 Tracks of 2009,0.702,0.727,5,-3.443,1,0.155,0.0827,0.0,0.0831,0.549,155.093,audio_features,11hQvcLydGTyXS3Wo6AkmW,spotify:track:11hQvcLydGTyXS3Wo6AkmW,https://api.spotify.com/v1/tracks/11hQvcLydGTyXS3Wo6AkmW,https://api.spotify.com/v1/audio-analysis/11hQvcLydGTyXS3Wo6AkmW,249840,4,2009,12,04
Smith Westerns,3yEqgEvatASNm30zZR3ZHl,Be My Girl,6KDXpehhZWzcLfIKTUqJwR,Smith Westerns,2009-07-07,0,False,203.48,"{'danceability': 0.268, 'energy': 0.249, 'key': 7, 'loudness': -15.28, 'mode': 1, 'speechiness': 0.0275, 'acousticness': 0.000498, 'instrumentalness': 0.857, 'liveness': 0.138, 'valence': 0.423, 'tempo': 78.514, 'type': 'audio_features', 'id': '6KDXpehhZWzcLfIKTUqJwR', 'uri': 'spotify:track:6KDXpehhZWzcLfIKTUqJwR', 'track_href': 'https://api.spotify.com/v1/tracks/6KDXpehhZWzcLfIKTUqJwR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6KDXpehhZWzcLfIKTUqJwR', 'duration_ms': 203480, 'time_signature': 4}",The Top 100 Tracks of 2009,Top 100 Tracks of 2009,0.268,0.249,7,-15.28,1,0.0275,0.000498,0.857,0.138,0.423,78.514,audio_features,6KDXpehhZWzcLfIKTUqJwR,spotify:track:6KDXpehhZWzcLfIKTUqJwR,https://api.spotify.com/v1/tracks/6KDXpehhZWzcLfIKTUqJwR,https://api.spotify.com/v1/audio-analysis/6KDXpehhZWzcLfIKTUqJwR,203480,4,2009,07,07
Future Of The Left,4waRXR1luGWkwHOPZUjz2W,Arming Eritrea,5JsGcXsEFYaMy1KQbLD2cx,Travels With Myself And Another,2009-06-22,0,False,177.666,"{'danceability': 0.351, 'energy': 0.812, 'key': 9, 'loudness': -4.854, 'mode': 1, 'speechiness': 0.156, 'acousticness': 0.00107, 'instrumentalness': 9.64e-05, 'liveness': 0.0682, 'valence': 0.635, 'tempo': 172.747, 'type': 'audio_features', 'id': '5JsGcXsEFYaMy1KQbLD2cx', 'uri': 'spotify:track:5JsGcXsEFYaMy1KQbLD2cx', 'track_href': 'https://api.spotify.com/v1/tracks/5JsGcXsEFYaMy1KQbLD2cx', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5JsGcXsEFYaMy1KQbLD2cx', 'duration_ms': 177667, 'time_signature': 4}",The Top 100 Tracks of 2009,Top 100 Tracks of 2009,0.351,0.812,9,-4.854,1,0.156,0.00107,9.64e-05,0.0682,0.635,172.747,audio_features,5JsGcXsEFYaMy1KQbLD2cx,spotify:track:5JsGcXsEFYaMy1KQbLD2cx,https://api.spotify.com/v1/tracks/5JsGcXsEFYaMy1KQbLD2cx,https://api.spotify.com/v1/audio-analysis/5JsGcXsEFYaMy1KQbLD2cx,177667,4,2009,06,22
Julianna Barwick,0HWfFWL4vVrbaBQqxVCwCi,Bode,4DFrEk6yGpg2SKOmzrP3hF,Florine,2009-06-30,0,False,333.76,"{'danceability': 0.172, 'energy': 0.444, 'key': 6, 'loudness': -9.896, 'mode': 1, 'speechiness': 0.0373, 'acousticness': 0.778, 'instrumentalness': 0.665, 'liveness': 0.143, 'valence': 0.0955, 'tempo': 129.091, 'type': 'audio_features', 'id': '4DFrEk6yGpg2SKOmzrP3hF', 'uri': 'spotify:track:4DFrEk6yGpg2SKOmzrP3hF', 'track_href': 'https://api.spotify.com/v1/tracks/4DFrEk6yGpg2SKOmzrP3hF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4DFrEk6yGpg2SKOmzrP3hF', 'duration_ms': 333760, 'time_signature': 5}",The Top 100 Tracks of 2009,Top 100 Tracks of 2009,0.172,0.444,6,-9.896,1,0.0373,0.778,0.665,0.143,0.0955,129.091,audio_features,4DFrEk6yGpg2SKOmzrP3hF,spotify:track:4DFrEk6yGpg2SKOmzrP3hF,https://api.spotify.com/v1/tracks/4DFrEk6yGpg2SKOmzrP3hF,https://api.spotify.com/v1/audio-analysis/4DFrEk6yGpg2SKOmzrP3hF,333760,5,2009,06,30
Darkstar,45ALMSzoLNFkaYxyhS4QZ1,Aidys Girl Is a Computer,4D02OfWPNqwMvi6qvJhlgZ,North,2010-10-18,0,False,311.906,"{'danceability': 0.739, 'energy': 0.706, 'key': 6, 'loudness': -6.718, 'mode': 1, 'speechiness': 0.0488, 'acousticness': 0.0137, 'instrumentalness': 0.643, 'liveness': 0.0929, 'valence': 0.146, 'tempo': 135.002, 'type': 'audio_features', 'id': '4D02OfWPNqwMvi6qvJhlgZ', 'uri': 'spotify:track:4D02OfWPNqwMvi6qvJhlgZ', 'track_href': 'https://api.spotify.com/v1/tracks/4D02OfWPNqwMvi6qvJhlgZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4D02OfWPNqwMvi6qvJhlgZ', 'duration_ms': 311906, 'time_signature': 4}",The Top 100 Tracks of 2009,Top 100 Tracks of 2009,0.739,0.706,6,-6.718,1,0.0488,0.0137,0.643,0.0929,0.146,135.002,audio_features,4D02OfWPNqwMvi6qvJhlgZ,spotify:track:4D02OfWPNqwMvi6qvJhlgZ,https://api.spotify.com/v1/tracks/4D02OfWPNqwMvi6qvJhlgZ,https://api.spotify.com/v1/audio-analysis/4D02OfWPNqwMvi6qvJhlgZ,311906,4,2010,10,18
These New Puritans,7w0e6inAfRWIEb9tWVgB7a,We Want War,5zfgNAk6LLl46JYCVXb7d9,We Want War,2009-11-30,0,False,443.12,"{'danceability': 0.622, 'energy': 0.591, 'key': 1, 'loudness': -8.32, 'mode': 1, 'speechiness': 0.0427, 'acousticness': 0.0465, 'instrumentalness': 0.642, 'liveness': 0.138, 'valence': 0.169, 'tempo': 99.958, 'type': 'audio_features', 'id': '5zfgNAk6LLl46JYCVXb7d9', 'uri': 'spotify:track:5zfgNAk6LLl46JYCVXb7d9', 'track_href': 'https://api.spotify.com/v1/tracks/5zfgNAk6LLl46JYCVXb7d9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5zfgNAk6LLl46JYCVXb7d9', 'duration_ms': 443120, 'time_signature': 4}",The Top 100 Tracks of 2010,Pitchfork's Top 100 tracks of 2010,0.622,0.591,1,-8.32,1,0.0427,0.0465,0.642,0.138,0.169,99.958,audio_features,5zfgNAk6LLl46JYCVXb7d9,spotify:track:5zfgNAk6LLl46JYCVXb7d9,https://api.spotify.com/v1/tracks/5zfgNAk6LLl46JYCVXb7d9,https://api.spotify.com/v1/audio-analysis/5zfgNAk6LLl46JYCVXb7d9,443120,4,2009,11,30
Gayngs,3OUN7gnsDijEfvaHpXAAzI,The Gaudy Side of Town,1VdSiFWAzU1pwpllaQVN5h,Relayted,2010-05-10,0,False,427.226,"{'danceability': 0.685, 'energy': 0.423, 'key': 11, 'loudness': -9.031, 'mode': 0, 'speechiness': 0.0475, 'acousticness': 0.716, 'instrumentalness': 0.518, 'liveness': 0.0765, 'valence': 0.633, 'tempo': 138.034, 'type': 'audio_features', 'id': '1VdSiFWAzU1pwpllaQVN5h', 'uri': 'spotify:track:1VdSiFWAzU1pwpllaQVN5h', 'track_href': 'https://api.spotify.com/v1/tracks/1VdSiFWAzU1pwpllaQVN5h', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1VdSiFWAzU1pwpllaQVN5h', 'duration_ms': 427227, 'time_signature': 4}",The Top 100 Tracks of 2010,Pitchfork's Top 100 tracks of 2010,0.685,0.423,11,-9.031,0,0.0475,0.716,0.518,0.0765,0.633,138.034,audio_features,1VdSiFWAzU1pwpllaQVN5h,spotify:track:1VdSiFWAzU1pwpllaQVN5h,https://api.spotify.com/v1/tracks/1VdSiFWAzU1pwpllaQVN5h,https://api.spotify.com/v1/audio-analysis/1VdSiFWAzU1pwpllaQVN5h,427227,4,2010,05,10
Male Bonding,5uBih1nfHdYIQPvNvQAV6C,Year’s Not Long,7d8xfNG1kuQzm9mRWb95ar,Various Artists/Rough Trade Counter Culture 09,2010-02-15,0,False,162.466,"{'danceability': 0.152, 'energy': 0.524, 'key': 9, 'loudness': -4.286, 'mode': 1, 'speechiness': 0.0634, 'acousticness': 4.82e-05, 'instrumentalness': 0.301, 'liveness': 0.0487, 'valence': 0.432, 'tempo': 136.638, 'type': 'audio_features', 'id': '7d8xfNG1kuQzm9mRWb95ar', 'uri': 'spotify:track:7d8xfNG1kuQzm9mRWb95ar', 'track_href': 'https://api.spotify.com/v1/tracks/7d8xfNG1kuQzm9mRWb95ar', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7d8xfNG1kuQzm9mRWb95ar', 'duration_ms': 162307, 'time_signature': 4}",The Top 100 Tracks of 2010,Pitchfork's Top 100 tracks of 2010,0.152,0.524,9,-4.286,1,0.0634,4.82e-05,0.301,0.0487,0.432,136.638,audio_features,7d8xfNG1kuQzm9mRWb95ar,spotify:track:7d8xfNG1kuQzm9mRWb95ar,https://api.spotify.com/v1/tracks/7d8xfNG1kuQzm9mRWb95ar,https://api.spotify.com/v1/audio-analysis/7d8xfNG1kuQzm9mRWb95ar,162307,4,2010,02,15
Kelis,0IF46mUS8NXjgHabxk2MCM,Acapella,4p1oyUKr7wcecCLNCoRTUm,Flesh Tone,2010-05-14,0,False,248.12,"{'danceability': 0.688, 'energy': 0.843, 'key': 11, 'loudness': -4.732, 'mode': 1, 'speechiness': 0.0475, 'acousticness': 0.0664, 'instrumentalness': 0.00154, 'liveness': 0.109, 'valence': 0.787, 'tempo': 128.009, 'type': 'audio_features', 'id': '4p1oyUKr7wcecCLNCoRTUm', 'uri': 'spotify:track:4p1oyUKr7wcecCLNCoRTUm', 'track_href': 'https://api.spotify.com/v1/tracks/4p1oyUKr7wcecCLNCoRTUm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4p1oyUKr7wcecCLNCoRTUm', 'duration_ms': 248120, 'time_signature': 4}",The Top 100 Tracks of 2010,Pitchfork's Top 100 tracks of 2010,0.688,0.843,11,-4.732,1,0.0475,0.0664,0.00154,0.109,0.787,128.009,audio_features,4p1oyUKr7wcecCLNCoRTUm,spotify:track:4p1oyUKr7wcecCLNCoRTUm,https://api.spotify.com/v1/tracks/4p1oyUKr7wcecCLNCoRTUm,https://api.spotify.com/v1/audio-analysis/4p1oyUKr7wcecCLNCoRTUm,248120,4,2010,05,14
Freddie Gibbs,0Y4inQK6OespitzD6ijMwb,National Anthem (F*ck The World),2mw17xOdHsBr7Rj3YHccLY,Str8 Killa - EP,2010-08-03,0,False,233.0,"{'danceability': 0.734, 'energy': 0.706, 'key': 9, 'loudness': -7.686, 'mode': 1, 'speechiness': 0.175, 'acousticness': 0.191, 'instrumentalness': 0, 'liveness': 0.16, 'valence': 0.386, 'tempo': 144.023, 'type': 'audio_features', 'id': '2mw17xOdHsBr7Rj3YHccLY', 'uri': 'spotify:track:2mw17xOdHsBr7Rj3YHccLY', 'track_href': 'https://api.spotify.com/v1/tracks/2mw17xOdHsBr7Rj3YHccLY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2mw17xOdHsBr7Rj3YHccLY', 'duration_ms': 233000, 'time_signature': 4}",The Top 100 Tracks of 2010,Pitchfork's Top 100 tracks of 2010,0.734,0.706,9,-7.686,1,0.175,0.191,0.0,0.16,0.386,144.023,audio_features,2mw17xOdHsBr7Rj3YHccLY,spotify:track:2mw17xOdHsBr7Rj3YHccLY,https://api.spotify.com/v1/tracks/2mw17xOdHsBr7Rj3YHccLY,https://api.spotify.com/v1/audio-analysis/2mw17xOdHsBr7Rj3YHccLY,233000,4,2010,08,03
