artist,artist_id,title,track_id,album,release_date,popularity,explicit,duration_sec,audio_features,Source Title,Playlist
Lana Del Rey,00FQb4jTyendYWaN8pK0wa,A&W,5nW4z3pfZgJAJ2QTCz9AIE,Did you know that there's a tunnel under Ocean Blvd,2023-03-24,74,True,433.916,"{'danceability': 0.421, 'energy': 0.247, 'key': 10, 'loudness': -14.655, 'mode': 1, 'speechiness': 0.143, 'acousticness': 0.665, 'instrumentalness': 0.375, 'liveness': 0.115, 'valence': 0.139, 'tempo': 161.468, 'type': 'audio_features', 'id': '5nW4z3pfZgJAJ2QTCz9AIE', 'uri': 'spotify:track:5nW4z3pfZgJAJ2QTCz9AIE', 'track_href': 'https://api.spotify.com/v1/tracks/5nW4z3pfZgJAJ2QTCz9AIE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5nW4z3pfZgJAJ2QTCz9AIE', 'duration_ms': 433916, 'time_signature': 4}",The 100 Best Songs of 2023,The 100 Best Songs of 2023
PinkPantheress,78rUTD7y6Cy67W1RVzYs7t,Boy's a liar Pt. 2,6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,2023-02-03,79,True,131.013,"{'danceability': 0.696, 'energy': 0.809, 'key': 5, 'loudness': -8.254, 'mode': 1, 'speechiness': 0.05, 'acousticness': 0.252, 'instrumentalness': 0.000128, 'liveness': 0.248, 'valence': 0.857, 'tempo': 132.962, 'type': 'audio_features', 'id': '6AQbmUe0Qwf5PZnt4HmTXv', 'uri': 'spotify:track:6AQbmUe0Qwf5PZnt4HmTXv', 'track_href': 'https://api.spotify.com/v1/tracks/6AQbmUe0Qwf5PZnt4HmTXv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6AQbmUe0Qwf5PZnt4HmTXv', 'duration_ms': 131013, 'time_signature': 4}",The 100 Best Songs of 2023,The 100 Best Songs of 2023
Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c,Will Anybody Ever Love Me?,4g37wGcNWcVCdY0UoRNPzu,Will Anybody Ever Love Me?,2023-09-13,44,False,249.259,"{'danceability': 0.504, 'energy': 0.542, 'key': 10, 'loudness': -9.014, 'mode': 1, 'speechiness': 0.0324, 'acousticness': 0.72, 'instrumentalness': 0.0107, 'liveness': 0.131, 'valence': 0.459, 'tempo': 80.97, 'type': 'audio_features', 'id': '4g37wGcNWcVCdY0UoRNPzu', 'uri': 'spotify:track:4g37wGcNWcVCdY0UoRNPzu', 'track_href': 'https://api.spotify.com/v1/tracks/4g37wGcNWcVCdY0UoRNPzu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4g37wGcNWcVCdY0UoRNPzu', 'duration_ms': 249259, 'time_signature': 4}",The 100 Best Songs of 2023,The 100 Best Songs of 2023
Noname,1EpyA68dKpjf7jXmQL88Hy,namesake,5TAqSeSM6JI5AGAmMHoSAu,Sundial,2023-08-11,47,True,178.296,"{'danceability': 0.791, 'energy': 0.687, 'key': 3, 'loudness': -9.386, 'mode': 0, 'speechiness': 0.112, 'acousticness': 0.352, 'instrumentalness': 0.0967, 'liveness': 0.119, 'valence': 0.495, 'tempo': 119.98, 'type': 'audio_features', 'id': '5TAqSeSM6JI5AGAmMHoSAu', 'uri': 'spotify:track:5TAqSeSM6JI5AGAmMHoSAu', 'track_href': 'https://api.spotify.com/v1/tracks/5TAqSeSM6JI5AGAmMHoSAu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5TAqSeSM6JI5AGAmMHoSAu', 'duration_ms': 178296, 'time_signature': 4}",The 100 Best Songs of 2023,The 100 Best Songs of 2023
Olivia Rodrigo,1McMsnEElThX1knmY4oliG,get him back!,2gyxAWHebV7xPYVxqoi86f,GUTS,2023-09-08,83,True,211.141,"{'danceability': 0.546, 'energy': 0.846, 'key': 5, 'loudness': -5.719, 'mode': 1, 'speechiness': 0.181, 'acousticness': 0.0135, 'instrumentalness': 0, 'liveness': 0.607, 'valence': 0.74, 'tempo': 162.043, 'type': 'audio_features', 'id': '2gyxAWHebV7xPYVxqoi86f', 'uri': 'spotify:track:2gyxAWHebV7xPYVxqoi86f', 'track_href': 'https://api.spotify.com/v1/tracks/2gyxAWHebV7xPYVxqoi86f', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2gyxAWHebV7xPYVxqoi86f', 'duration_ms': 211141, 'time_signature': 4}",The 100 Best Songs of 2023,The 100 Best Songs of 2023
SZA,7tYKF4w9nC0nq9CsPZTHyP,Kill Bill,3OHfY25tqY28d16oZczHc8,SOS,2022-12-09,83,False,153.946,"{'danceability': 0.644, 'energy': 0.728, 'key': 8, 'loudness': -5.75, 'mode': 1, 'speechiness': 0.0351, 'acousticness': 0.0543, 'instrumentalness': 0.169, 'liveness': 0.161, 'valence': 0.43, 'tempo': 88.993, 'type': 'audio_features', 'id': '3OHfY25tqY28d16oZczHc8', 'uri': 'spotify:track:3OHfY25tqY28d16oZczHc8', 'track_href': 'https://api.spotify.com/v1/tracks/3OHfY25tqY28d16oZczHc8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3OHfY25tqY28d16oZczHc8', 'duration_ms': 153947, 'time_signature': 4}",The 100 Best Songs of 2023,The 100 Best Songs of 2023
NewJeans,6HvZYsbFfjnjFrWF950C9d,Super Shy,0kwrPQkiGVE8KTHalH1uMo,NewJeans 2nd EP 'Get Up',2023-07-21,66,False,154.666,"{'danceability': 0.776, 'energy': 0.817, 'key': 5, 'loudness': -6.018, 'mode': 0, 'speechiness': 0.0748, 'acousticness': 0.18, 'instrumentalness': 3.44e-05, 'liveness': 0.146, 'valence': 0.515, 'tempo': 149.921, 'type': 'audio_features', 'id': '0kwrPQkiGVE8KTHalH1uMo', 'uri': 'spotify:track:0kwrPQkiGVE8KTHalH1uMo', 'track_href': 'https://api.spotify.com/v1/tracks/0kwrPQkiGVE8KTHalH1uMo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0kwrPQkiGVE8KTHalH1uMo', 'duration_ms': 154667, 'time_signature': 4}",The 100 Best Songs of 2023,The 100 Best Songs of 2023
Wednesday,4j7DrazfBZLLD0OrVoAtEe,Chosen to Deserve,1c2meJL1RaGILGSw9Lnj0P,Rat Saw God,2023-04-07,46,False,332.306,"{'danceability': 0.415, 'energy': 0.705, 'key': 9, 'loudness': -6.152, 'mode': 1, 'speechiness': 0.0286, 'acousticness': 0.00232, 'instrumentalness': 0.0914, 'liveness': 0.145, 'valence': 0.529, 'tempo': 178.002, 'type': 'audio_features', 'id': '1c2meJL1RaGILGSw9Lnj0P', 'uri': 'spotify:track:1c2meJL1RaGILGSw9Lnj0P', 'track_href': 'https://api.spotify.com/v1/tracks/1c2meJL1RaGILGSw9Lnj0P', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1c2meJL1RaGILGSw9Lnj0P', 'duration_ms': 332307, 'time_signature': 4}",The 100 Best Songs of 2023,The 100 Best Songs of 2023
Troye Sivan,3WGpXCj9YhhfX11TToZcXP,Rush,4ZnkygoWLzcGbQYCm3lkae,Something To Give Each Other,2023-10-13,82,True,156.391,"{'danceability': 0.743, 'energy': 0.837, 'key': 5, 'loudness': -7.634, 'mode': 0, 'speechiness': 0.0633, 'acousticness': 0.00288, 'instrumentalness': 2.86e-05, 'liveness': 0.104, 'valence': 0.378, 'tempo': 126.023, 'type': 'audio_features', 'id': '4ZnkygoWLzcGbQYCm3lkae', 'uri': 'spotify:track:4ZnkygoWLzcGbQYCm3lkae', 'track_href': 'https://api.spotify.com/v1/tracks/4ZnkygoWLzcGbQYCm3lkae', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4ZnkygoWLzcGbQYCm3lkae', 'duration_ms': 156391, 'time_signature': 4}",The 100 Best Songs of 2023,The 100 Best Songs of 2023
Earl Sweatshirt,3A5tHz1SfngyOZM2gItYKu,Making The Band (Danity Kane),2VSDVmmjXRy5PTGsbCJJvb,Making The Band (Danity Kane),2023-06-30,49,True,105.999,"{'danceability': 0.585, 'energy': 0.633, 'key': 1, 'loudness': -8.582, 'mode': 1, 'speechiness': 0.261, 'acousticness': 0.198, 'instrumentalness': 9.84e-05, 'liveness': 0.123, 'valence': 0.355, 'tempo': 119.686, 'type': 'audio_features', 'id': '2VSDVmmjXRy5PTGsbCJJvb', 'uri': 'spotify:track:2VSDVmmjXRy5PTGsbCJJvb', 'track_href': 'https://api.spotify.com/v1/tracks/2VSDVmmjXRy5PTGsbCJJvb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2VSDVmmjXRy5PTGsbCJJvb', 'duration_ms': 105999, 'time_signature': 3}",The 100 Best Songs of 2023,The 100 Best Songs of 2023
