artist,artist_id,title,track_id,album,release_date,popularity,explicit,duration_sec,audio_features,Source Title,Playlist
Kanye West,5K4W6rqBFWDnAN6FQUkS6x,Ultralight Beam,1eQBEelI2NCy7AUTerX0KS,The Life Of Pablo,2016-06-10,69,True,320.68,"{'danceability': 0.592, 'energy': 0.403, 'key': 0, 'loudness': -8.768, 'mode': 0, 'speechiness': 0.414, 'acousticness': 0.62, 'instrumentalness': 0, 'liveness': 0.54, 'valence': 0.391, 'tempo': 105.169, 'type': 'audio_features', 'id': '1eQBEelI2NCy7AUTerX0KS', 'uri': 'spotify:track:1eQBEelI2NCy7AUTerX0KS', 'track_href': 'https://api.spotify.com/v1/tracks/1eQBEelI2NCy7AUTerX0KS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1eQBEelI2NCy7AUTerX0KS', 'duration_ms': 320680, 'time_signature': 4}",The 100 Best Songs of 2016,Pitchfork's 100 Best Songs of 2016
Solange,2auiVi8sUZo17dLy1HwrTU,Cranes in the Sky,48EjSdYh8wz2gBxxqzrsLe,A Seat at the Table,2016-09-30,64,False,250.973,"{'danceability': 0.719, 'energy': 0.615, 'key': 6, 'loudness': -5.972, 'mode': 1, 'speechiness': 0.045, 'acousticness': 0.408, 'instrumentalness': 0.000147, 'liveness': 0.235, 'valence': 0.465, 'tempo': 96.988, 'type': 'audio_features', 'id': '48EjSdYh8wz2gBxxqzrsLe', 'uri': 'spotify:track:48EjSdYh8wz2gBxxqzrsLe', 'track_href': 'https://api.spotify.com/v1/tracks/48EjSdYh8wz2gBxxqzrsLe', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/48EjSdYh8wz2gBxxqzrsLe', 'duration_ms': 250973, 'time_signature': 4}",The 100 Best Songs of 2016,Pitchfork's 100 Best Songs of 2016
Frank Ocean,2h93pZq0e7k5yf4dywlkpM,Ivy,2ZWlPOoWh0626oTaHrnl2a,Blonde,2016-08-20,84,True,249.191,"{'danceability': 0.575, 'energy': 0.386, 'key': 9, 'loudness': -9.584, 'mode': 0, 'speechiness': 0.037, 'acousticness': 0.785, 'instrumentalness': 0.000289, 'liveness': 0.229, 'valence': 0.466, 'tempo': 116.408, 'type': 'audio_features', 'id': '2ZWlPOoWh0626oTaHrnl2a', 'uri': 'spotify:track:2ZWlPOoWh0626oTaHrnl2a', 'track_href': 'https://api.spotify.com/v1/tracks/2ZWlPOoWh0626oTaHrnl2a', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2ZWlPOoWh0626oTaHrnl2a', 'duration_ms': 249191, 'time_signature': 4}",The 100 Best Songs of 2016,Pitchfork's 100 Best Songs of 2016
David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,Lazarus,3Vn9oCZbdI1EMO7jxdz2Rc,Blackstar,2016-01-08,0,False,382.386,"{'danceability': 0.66, 'energy': 0.695, 'key': 9, 'loudness': -6.896, 'mode': 0, 'speechiness': 0.029, 'acousticness': 0.0466, 'instrumentalness': 0.145, 'liveness': 0.0854, 'valence': 0.506, 'tempo': 129.972, 'type': 'audio_features', 'id': '3Vn9oCZbdI1EMO7jxdz2Rc', 'uri': 'spotify:track:3Vn9oCZbdI1EMO7jxdz2Rc', 'track_href': 'https://api.spotify.com/v1/tracks/3Vn9oCZbdI1EMO7jxdz2Rc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3Vn9oCZbdI1EMO7jxdz2Rc', 'duration_ms': 382387, 'time_signature': 4}",The 100 Best Songs of 2016,Pitchfork's 100 Best Songs of 2016
ANOHNI,6VJZYivuYJGCrPuOAnI7Qo,Drone Bomb Me,4Fe5RBekhh4irEhWZrGsCw,HOPELESSNESS,2016-05-06,0,False,250.977,"{'danceability': 0.402, 'energy': 0.468, 'key': 2, 'loudness': -8.36, 'mode': 1, 'speechiness': 0.0386, 'acousticness': 0.179, 'instrumentalness': 0.00124, 'liveness': 0.137, 'valence': 0.0631, 'tempo': 73.721, 'type': 'audio_features', 'id': '4Fe5RBekhh4irEhWZrGsCw', 'uri': 'spotify:track:4Fe5RBekhh4irEhWZrGsCw', 'track_href': 'https://api.spotify.com/v1/tracks/4Fe5RBekhh4irEhWZrGsCw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4Fe5RBekhh4irEhWZrGsCw', 'duration_ms': 250978, 'time_signature': 4}",The 100 Best Songs of 2016,Pitchfork's 100 Best Songs of 2016
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Work,32lmL4vQAAotg6MrJnhlQZ,ANTI,2016-01-28,0,True,219.32,"{'danceability': 0.725, 'energy': 0.534, 'key': 11, 'loudness': -6.238, 'mode': 1, 'speechiness': 0.0946, 'acousticness': 0.0752, 'instrumentalness': 0, 'liveness': 0.0919, 'valence': 0.558, 'tempo': 91.974, 'type': 'audio_features', 'id': '32lmL4vQAAotg6MrJnhlQZ', 'uri': 'spotify:track:32lmL4vQAAotg6MrJnhlQZ', 'track_href': 'https://api.spotify.com/v1/tracks/32lmL4vQAAotg6MrJnhlQZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/32lmL4vQAAotg6MrJnhlQZ', 'duration_ms': 219320, 'time_signature': 4}",The 100 Best Songs of 2016,Pitchfork's 100 Best Songs of 2016
Angel Olsen,6mKqFxGMS5TGDZI3XkT5Rt,Shut Up Kiss Me,5uZLsGY9fknBd5Rxr7AIss,MY WOMAN,2016-09-02,0,False,202.2,"{'danceability': 0.373, 'energy': 0.63, 'key': 7, 'loudness': -5.131, 'mode': 1, 'speechiness': 0.0461, 'acousticness': 0.0552, 'instrumentalness': 0, 'liveness': 0.107, 'valence': 0.352, 'tempo': 115.942, 'type': 'audio_features', 'id': '5uZLsGY9fknBd5Rxr7AIss', 'uri': 'spotify:track:5uZLsGY9fknBd5Rxr7AIss', 'track_href': 'https://api.spotify.com/v1/tracks/5uZLsGY9fknBd5Rxr7AIss', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5uZLsGY9fknBd5Rxr7AIss', 'duration_ms': 202200, 'time_signature': 4}",The 100 Best Songs of 2016,Pitchfork's 100 Best Songs of 2016
Radiohead,4Z8W4fKeB5YxbusRsdQVPb,True Love Waits,01ZpFhrMMqKPVCwyqXneVp,A Moon Shaped Pool,2016-05-08,0,False,283.463,"{'danceability': 0.282, 'energy': 0.132, 'key': 0, 'loudness': -15.569, 'mode': 1, 'speechiness': 0.0375, 'acousticness': 0.938, 'instrumentalness': 0.104, 'liveness': 0.1, 'valence': 0.0379, 'tempo': 136.186, 'type': 'audio_features', 'id': '01ZpFhrMMqKPVCwyqXneVp', 'uri': 'spotify:track:01ZpFhrMMqKPVCwyqXneVp', 'track_href': 'https://api.spotify.com/v1/tracks/01ZpFhrMMqKPVCwyqXneVp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/01ZpFhrMMqKPVCwyqXneVp', 'duration_ms': 283464, 'time_signature': 4}",The 100 Best Songs of 2016,Pitchfork's 100 Best Songs of 2016
Rae Sremmurd,7iZtZyCzp3LItcw1wtPI3D,Black Beatles,6fujklziTHa8uoM5OQSfIo,SremmLife 2 (Deluxe),2016-08-12,76,True,291.893,"{'danceability': 0.794, 'energy': 0.632, 'key': 0, 'loudness': -6.163, 'mode': 1, 'speechiness': 0.0649, 'acousticness': 0.142, 'instrumentalness': 0, 'liveness': 0.128, 'valence': 0.355, 'tempo': 145.926, 'type': 'audio_features', 'id': '6fujklziTHa8uoM5OQSfIo', 'uri': 'spotify:track:6fujklziTHa8uoM5OQSfIo', 'track_href': 'https://api.spotify.com/v1/tracks/6fujklziTHa8uoM5OQSfIo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6fujklziTHa8uoM5OQSfIo', 'duration_ms': 291893, 'time_signature': 4}",The 100 Best Songs of 2016,Pitchfork's 100 Best Songs of 2016
A Tribe Called Quest,09hVIj6vWgoCDtT03h8ZCa,We The People....,3wUX7HpXS382s1DHTRouVk,We got it from Here... Thank You 4 Your service,2016-11-11,53,True,172.013,"{'danceability': 0.71, 'energy': 0.805, 'key': 1, 'loudness': -5.471, 'mode': 1, 'speechiness': 0.0637, 'acousticness': 0.00909, 'instrumentalness': 0, 'liveness': 0.141, 'valence': 0.897, 'tempo': 92.601, 'type': 'audio_features', 'id': '3wUX7HpXS382s1DHTRouVk', 'uri': 'spotify:track:3wUX7HpXS382s1DHTRouVk', 'track_href': 'https://api.spotify.com/v1/tracks/3wUX7HpXS382s1DHTRouVk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3wUX7HpXS382s1DHTRouVk', 'duration_ms': 172013, 'time_signature': 4}",The 100 Best Songs of 2016,Pitchfork's 100 Best Songs of 2016
