artist,artist_id,title,track_id,album,release_date,popularity,explicit,duration_sec,audio_features,Source Title,Playlist
These New Puritans,7w0e6inAfRWIEb9tWVgB7a,We Want War,5zfgNAk6LLl46JYCVXb7d9,We Want War,2009-11-30,0,False,443.12,"{'danceability': 0.622, 'energy': 0.591, 'key': 1, 'loudness': -8.32, 'mode': 1, 'speechiness': 0.0427, 'acousticness': 0.0465, 'instrumentalness': 0.642, 'liveness': 0.138, 'valence': 0.169, 'tempo': 99.958, 'type': 'audio_features', 'id': '5zfgNAk6LLl46JYCVXb7d9', 'uri': 'spotify:track:5zfgNAk6LLl46JYCVXb7d9', 'track_href': 'https://api.spotify.com/v1/tracks/5zfgNAk6LLl46JYCVXb7d9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5zfgNAk6LLl46JYCVXb7d9', 'duration_ms': 443120, 'time_signature': 4}",The Top 100 Tracks of 2010,Pitchfork's Top 100 tracks of 2010
Gayngs,3OUN7gnsDijEfvaHpXAAzI,The Gaudy Side of Town,1VdSiFWAzU1pwpllaQVN5h,Relayted,2010-05-10,0,False,427.226,"{'danceability': 0.685, 'energy': 0.423, 'key': 11, 'loudness': -9.031, 'mode': 0, 'speechiness': 0.0475, 'acousticness': 0.716, 'instrumentalness': 0.518, 'liveness': 0.0765, 'valence': 0.633, 'tempo': 138.034, 'type': 'audio_features', 'id': '1VdSiFWAzU1pwpllaQVN5h', 'uri': 'spotify:track:1VdSiFWAzU1pwpllaQVN5h', 'track_href': 'https://api.spotify.com/v1/tracks/1VdSiFWAzU1pwpllaQVN5h', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1VdSiFWAzU1pwpllaQVN5h', 'duration_ms': 427227, 'time_signature': 4}",The Top 100 Tracks of 2010,Pitchfork's Top 100 tracks of 2010
Male Bonding,5uBih1nfHdYIQPvNvQAV6C,Year’s Not Long,7d8xfNG1kuQzm9mRWb95ar,Various Artists/Rough Trade Counter Culture 09,2010-02-15,0,False,162.466,"{'danceability': 0.152, 'energy': 0.524, 'key': 9, 'loudness': -4.286, 'mode': 1, 'speechiness': 0.0634, 'acousticness': 4.82e-05, 'instrumentalness': 0.301, 'liveness': 0.0487, 'valence': 0.432, 'tempo': 136.638, 'type': 'audio_features', 'id': '7d8xfNG1kuQzm9mRWb95ar', 'uri': 'spotify:track:7d8xfNG1kuQzm9mRWb95ar', 'track_href': 'https://api.spotify.com/v1/tracks/7d8xfNG1kuQzm9mRWb95ar', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7d8xfNG1kuQzm9mRWb95ar', 'duration_ms': 162307, 'time_signature': 4}",The Top 100 Tracks of 2010,Pitchfork's Top 100 tracks of 2010
Kelis,0IF46mUS8NXjgHabxk2MCM,Acapella,4p1oyUKr7wcecCLNCoRTUm,Flesh Tone,2010-05-14,0,False,248.12,"{'danceability': 0.688, 'energy': 0.843, 'key': 11, 'loudness': -4.732, 'mode': 1, 'speechiness': 0.0475, 'acousticness': 0.0664, 'instrumentalness': 0.00154, 'liveness': 0.109, 'valence': 0.787, 'tempo': 128.009, 'type': 'audio_features', 'id': '4p1oyUKr7wcecCLNCoRTUm', 'uri': 'spotify:track:4p1oyUKr7wcecCLNCoRTUm', 'track_href': 'https://api.spotify.com/v1/tracks/4p1oyUKr7wcecCLNCoRTUm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4p1oyUKr7wcecCLNCoRTUm', 'duration_ms': 248120, 'time_signature': 4}",The Top 100 Tracks of 2010,Pitchfork's Top 100 tracks of 2010
Freddie Gibbs,0Y4inQK6OespitzD6ijMwb,National Anthem (F*ck The World),2mw17xOdHsBr7Rj3YHccLY,Str8 Killa - EP,2010-08-03,0,False,233.0,"{'danceability': 0.734, 'energy': 0.706, 'key': 9, 'loudness': -7.686, 'mode': 1, 'speechiness': 0.175, 'acousticness': 0.191, 'instrumentalness': 0, 'liveness': 0.16, 'valence': 0.386, 'tempo': 144.023, 'type': 'audio_features', 'id': '2mw17xOdHsBr7Rj3YHccLY', 'uri': 'spotify:track:2mw17xOdHsBr7Rj3YHccLY', 'track_href': 'https://api.spotify.com/v1/tracks/2mw17xOdHsBr7Rj3YHccLY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2mw17xOdHsBr7Rj3YHccLY', 'duration_ms': 233000, 'time_signature': 4}",The Top 100 Tracks of 2010,Pitchfork's Top 100 tracks of 2010
Matthew Dear,2GLf7iaOOujAem5R87xwto,You Put A Smell On Me,6Krq1G3kbFOj1sgAML3AS8,Black City,2010-08-03,0,False,304.386,"{'danceability': 0.818, 'energy': 0.872, 'key': 9, 'loudness': -4.659, 'mode': 0, 'speechiness': 0.137, 'acousticness': 0.0269, 'instrumentalness': 0.583, 'liveness': 0.613, 'valence': 0.942, 'tempo': 106.318, 'type': 'audio_features', 'id': '6Krq1G3kbFOj1sgAML3AS8', 'uri': 'spotify:track:6Krq1G3kbFOj1sgAML3AS8', 'track_href': 'https://api.spotify.com/v1/tracks/6Krq1G3kbFOj1sgAML3AS8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Krq1G3kbFOj1sgAML3AS8', 'duration_ms': 304387, 'time_signature': 4}",The Top 100 Tracks of 2010,Pitchfork's Top 100 tracks of 2010
Liars,2z78AlkdwE2Ghj9EB50M6z,Scarecrows On A Killer Slant,28RR4GwRc1WsRZWhNyI5N1,Sisterworld,2010-03-08,0,False,254.853,"{'danceability': 0.438, 'energy': 0.84, 'key': 4, 'loudness': -7.058, 'mode': 1, 'speechiness': 0.0892, 'acousticness': 0.355, 'instrumentalness': 0.0652, 'liveness': 0.168, 'valence': 0.0824, 'tempo': 145.111, 'type': 'audio_features', 'id': '28RR4GwRc1WsRZWhNyI5N1', 'uri': 'spotify:track:28RR4GwRc1WsRZWhNyI5N1', 'track_href': 'https://api.spotify.com/v1/tracks/28RR4GwRc1WsRZWhNyI5N1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/28RR4GwRc1WsRZWhNyI5N1', 'duration_ms': 254853, 'time_signature': 4}",The Top 100 Tracks of 2010,Pitchfork's Top 100 tracks of 2010
Abe Vigoda,1mu7k6UrCDxm9g1mih2NqV,Crush,7KNeJTRpldnDQiuBOP8Wdh,Crush,2010-09-20,0,False,275.373,"{'danceability': 0.296, 'energy': 0.948, 'key': 9, 'loudness': -4.735, 'mode': 1, 'speechiness': 0.126, 'acousticness': 1.15e-05, 'instrumentalness': 0.818, 'liveness': 0.504, 'valence': 0.349, 'tempo': 168.008, 'type': 'audio_features', 'id': '7KNeJTRpldnDQiuBOP8Wdh', 'uri': 'spotify:track:7KNeJTRpldnDQiuBOP8Wdh', 'track_href': 'https://api.spotify.com/v1/tracks/7KNeJTRpldnDQiuBOP8Wdh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7KNeJTRpldnDQiuBOP8Wdh', 'duration_ms': 275203, 'time_signature': 4}",The Top 100 Tracks of 2010,Pitchfork's Top 100 tracks of 2010
USHER,23zg3TcAtWQy7J6upgbUnj,Lil Freak,2RFX8hjyXcoHHOA1TT0wd6,Raymond v Raymond,2010-03-29,0,False,234.253,"{'danceability': 0.834, 'energy': 0.628, 'key': 7, 'loudness': -6.616, 'mode': 1, 'speechiness': 0.0626, 'acousticness': 0.000879, 'instrumentalness': 0.000192, 'liveness': 0.292, 'valence': 0.766, 'tempo': 139.958, 'type': 'audio_features', 'id': '2RFX8hjyXcoHHOA1TT0wd6', 'uri': 'spotify:track:2RFX8hjyXcoHHOA1TT0wd6', 'track_href': 'https://api.spotify.com/v1/tracks/2RFX8hjyXcoHHOA1TT0wd6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2RFX8hjyXcoHHOA1TT0wd6', 'duration_ms': 234253, 'time_signature': 4}",The Top 100 Tracks of 2010,Pitchfork's Top 100 tracks of 2010
Perfume Genius,2ueoLVCXQ948OfhVvAy3Nn,Mr. Peterson,6deEVMxzp1Cx3u8SM6sVhK,Learning,2010-06-21,0,False,170.066,"{'danceability': 0.368, 'energy': 0.39, 'key': 8, 'loudness': -8.652, 'mode': 1, 'speechiness': 0.0298, 'acousticness': 0.985, 'instrumentalness': 0.884, 'liveness': 0.554, 'valence': 0.094, 'tempo': 113.028, 'type': 'audio_features', 'id': '6deEVMxzp1Cx3u8SM6sVhK', 'uri': 'spotify:track:6deEVMxzp1Cx3u8SM6sVhK', 'track_href': 'https://api.spotify.com/v1/tracks/6deEVMxzp1Cx3u8SM6sVhK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6deEVMxzp1Cx3u8SM6sVhK', 'duration_ms': 170067, 'time_signature': 4}",The Top 100 Tracks of 2010,Pitchfork's Top 100 tracks of 2010
