artist,artist_id,title,track_id,album,release_date,popularity,explicit,duration_sec,audio_features,Source Title,Playlist
Cardi B,4kYSro6naA4h99UJvo89HB,WAP (feat. Megan Thee Stallion),4Oun2ylbjFKMPTiaSbbCih,WAP (feat. Megan Thee Stallion),2020-08-07,78,True,187.541,"{'danceability': 0.935, 'energy': 0.454, 'key': 1, 'loudness': -7.509, 'mode': 1, 'speechiness': 0.375, 'acousticness': 0.0194, 'instrumentalness': 0, 'liveness': 0.0824, 'valence': 0.357, 'tempo': 133.073, 'type': 'audio_features', 'id': '4Oun2ylbjFKMPTiaSbbCih', 'uri': 'spotify:track:4Oun2ylbjFKMPTiaSbbCih', 'track_href': 'https://api.spotify.com/v1/tracks/4Oun2ylbjFKMPTiaSbbCih', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4Oun2ylbjFKMPTiaSbbCih', 'duration_ms': 187541, 'time_signature': 4}",The 100 Best Songs of 2020,The 100 Best Songs of 2020
Christine and the Queens,04vj3iPUiVh5melWr0w3xT,"People, I've been sad",5stdNNY7SUv12p5sLkaBlL,La vita nuova,2020-02-27,0,False,260.876,"{'danceability': 0.632, 'energy': 0.378, 'key': 1, 'loudness': -9.096, 'mode': 0, 'speechiness': 0.0362, 'acousticness': 0.257, 'instrumentalness': 0.000104, 'liveness': 0.143, 'valence': 0.223, 'tempo': 77.98, 'type': 'audio_features', 'id': '5stdNNY7SUv12p5sLkaBlL', 'uri': 'spotify:track:5stdNNY7SUv12p5sLkaBlL', 'track_href': 'https://api.spotify.com/v1/tracks/5stdNNY7SUv12p5sLkaBlL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5stdNNY7SUv12p5sLkaBlL', 'duration_ms': 260877, 'time_signature': 4}",The 100 Best Songs of 2020,The 100 Best Songs of 2020
Fiona Apple,3g2kUQ6tHLLbmkV7T4GPtL,I Want You To Love Me,73SBAGI4fPFm4VkB3NjXq8,Fetch The Bolt Cutters,2020-04-17,60,False,237.713,"{'danceability': 0.528, 'energy': 0.504, 'key': 9, 'loudness': -8.821, 'mode': 0, 'speechiness': 0.09, 'acousticness': 0.559, 'instrumentalness': 0.0414, 'liveness': 0.0936, 'valence': 0.712, 'tempo': 141.369, 'type': 'audio_features', 'id': '73SBAGI4fPFm4VkB3NjXq8', 'uri': 'spotify:track:73SBAGI4fPFm4VkB3NjXq8', 'track_href': 'https://api.spotify.com/v1/tracks/73SBAGI4fPFm4VkB3NjXq8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/73SBAGI4fPFm4VkB3NjXq8', 'duration_ms': 237713, 'time_signature': 3}",The 100 Best Songs of 2020,The 100 Best Songs of 2020
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,Savage Remix (feat. Beyoncé),5v4GgrXPMghOnBBLmveLac,Savage Remix (feat. Beyoncé),2020-04-29,64,True,242.0,"{'danceability': 0.822, 'energy': 0.743, 'key': 10, 'loudness': -4.772, 'mode': 0, 'speechiness': 0.28, 'acousticness': 0.016, 'instrumentalness': 0, 'liveness': 0.127, 'valence': 0.636, 'tempo': 84.459, 'type': 'audio_features', 'id': '5v4GgrXPMghOnBBLmveLac', 'uri': 'spotify:track:5v4GgrXPMghOnBBLmveLac', 'track_href': 'https://api.spotify.com/v1/tracks/5v4GgrXPMghOnBBLmveLac', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5v4GgrXPMghOnBBLmveLac', 'duration_ms': 242001, 'time_signature': 4}",The 100 Best Songs of 2020,The 100 Best Songs of 2020
Bad Bunny,4q3ewBCX7sLwd24euuV69X,Safaera,2DEZmgHKAvm41k4J3R2E9Y,YHLQMDLG,2020-02-29,76,True,295.176,"{'danceability': 0.607, 'energy': 0.829, 'key': 2, 'loudness': -4.074, 'mode': 1, 'speechiness': 0.379, 'acousticness': 0.0103, 'instrumentalness': 0, 'liveness': 0.107, 'valence': 0.685, 'tempo': 96.172, 'type': 'audio_features', 'id': '2DEZmgHKAvm41k4J3R2E9Y', 'uri': 'spotify:track:2DEZmgHKAvm41k4J3R2E9Y', 'track_href': 'https://api.spotify.com/v1/tracks/2DEZmgHKAvm41k4J3R2E9Y', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2DEZmgHKAvm41k4J3R2E9Y', 'duration_ms': 295177, 'time_signature': 4}",The 100 Best Songs of 2020,The 100 Best Songs of 2020
Bob Dylan,74ASZWbe4lXaubB36ztrGX,Murder Most Foul,55dw4v6Uw6lmqGUxM6vdzV,Murder Most Foul,2020-03-27,28,False,1014.786,"{'danceability': 0.361, 'energy': 0.174, 'key': 0, 'loudness': -19.751, 'mode': 1, 'speechiness': 0.0463, 'acousticness': 0.83, 'instrumentalness': 0.000512, 'liveness': 0.0903, 'valence': 0.106, 'tempo': 76.976, 'type': 'audio_features', 'id': '55dw4v6Uw6lmqGUxM6vdzV', 'uri': 'spotify:track:55dw4v6Uw6lmqGUxM6vdzV', 'track_href': 'https://api.spotify.com/v1/tracks/55dw4v6Uw6lmqGUxM6vdzV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/55dw4v6Uw6lmqGUxM6vdzV', 'duration_ms': 1014787, 'time_signature': 4}",The 100 Best Songs of 2020,The 100 Best Songs of 2020
Yves Tumor,0qu422H5MOoQxGjd4IzHbS,Gospel For A New Century,0bt7P4sertYry5PQJ6o0ZO,Gospel For A New Century,2020-02-18,0,False,198.626,"{'danceability': 0.565, 'energy': 0.726, 'key': 0, 'loudness': -6.715, 'mode': 1, 'speechiness': 0.0548, 'acousticness': 0.00181, 'instrumentalness': 3.06e-06, 'liveness': 0.103, 'valence': 0.715, 'tempo': 178.078, 'type': 'audio_features', 'id': '0bt7P4sertYry5PQJ6o0ZO', 'uri': 'spotify:track:0bt7P4sertYry5PQJ6o0ZO', 'track_href': 'https://api.spotify.com/v1/tracks/0bt7P4sertYry5PQJ6o0ZO', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0bt7P4sertYry5PQJ6o0ZO', 'duration_ms': 198627, 'time_signature': 4}",The 100 Best Songs of 2020,The 100 Best Songs of 2020
Perfume Genius,2ueoLVCXQ948OfhVvAy3Nn,Describe,2CD67UQ13JwAl0oOC4DUhy,Describe,2020-02-25,8,False,284.186,"{'danceability': 0.228, 'energy': 0.356, 'key': 3, 'loudness': -10.591, 'mode': 1, 'speechiness': 0.0312, 'acousticness': 0.512, 'instrumentalness': 0.9, 'liveness': 0.219, 'valence': 0.0473, 'tempo': 135.827, 'type': 'audio_features', 'id': '2CD67UQ13JwAl0oOC4DUhy', 'uri': 'spotify:track:2CD67UQ13JwAl0oOC4DUhy', 'track_href': 'https://api.spotify.com/v1/tracks/2CD67UQ13JwAl0oOC4DUhy', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2CD67UQ13JwAl0oOC4DUhy', 'duration_ms': 284187, 'time_signature': 4}",The 100 Best Songs of 2020,The 100 Best Songs of 2020
Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG,Garden Song,1LTWcRVy9o96Zzn29wXLsa,Garden Song,2020-02-26,0,False,220.065,"{'danceability': 0.371, 'energy': 0.256, 'key': 0, 'loudness': -16.7, 'mode': 1, 'speechiness': 0.227, 'acousticness': 0.868, 'instrumentalness': 0.00507, 'liveness': 0.112, 'valence': 0.171, 'tempo': 195.674, 'type': 'audio_features', 'id': '1LTWcRVy9o96Zzn29wXLsa', 'uri': 'spotify:track:1LTWcRVy9o96Zzn29wXLsa', 'track_href': 'https://api.spotify.com/v1/tracks/1LTWcRVy9o96Zzn29wXLsa', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1LTWcRVy9o96Zzn29wXLsa', 'duration_ms': 220065, 'time_signature': 4}",The 100 Best Songs of 2020,The 100 Best Songs of 2020
Waxahatchee,5IWCU0V9evBlW4gIeGY4zF,Fire,2QUEBOSGpKpL6bzzbQiwwo,Saint Cloud,2020-03-27,0,False,217.373,"{'danceability': 0.613, 'energy': 0.454, 'key': 7, 'loudness': -11.808, 'mode': 1, 'speechiness': 0.0484, 'acousticness': 0.681, 'instrumentalness': 6.65e-06, 'liveness': 0.137, 'valence': 0.196, 'tempo': 85.075, 'type': 'audio_features', 'id': '2QUEBOSGpKpL6bzzbQiwwo', 'uri': 'spotify:track:2QUEBOSGpKpL6bzzbQiwwo', 'track_href': 'https://api.spotify.com/v1/tracks/2QUEBOSGpKpL6bzzbQiwwo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2QUEBOSGpKpL6bzzbQiwwo', 'duration_ms': 217373, 'time_signature': 4}",The 100 Best Songs of 2020,The 100 Best Songs of 2020
